********************************************************************************
*      Signed document issued by Sphere Online Judge  (http://www.spoj.com)      
********************************************************************************

----- BEGIN OF DATA -----
Submissions by [war] in contest [SPOJ].  DoI: 2016-01-31 11:21:53.
/------------------------------------------------------------------------------\
|   ID    |        DATE         |  PROBLEM  |  RESULT   | TIME  |  MEM   | LNG |
| 10445908 | 2013-11-08 15:42:35 |  MBEEWALK |        AC |  0.00 |   2628 | C++ |
| 10445898 | 2013-11-08 15:40:54 |  MBEEWALK |        CE |  0.00 |      0 | C++ |
| 10443645 | 2013-11-08 08:14:06 |  DCEPC501 |        AC |  0.31 |   4644 | C++ |
| 10443639 | 2013-11-08 08:11:44 |  DCEPC501 |        WA |  1.51 |   4644 | C++ |
| 10443634 | 2013-11-08 08:10:36 |      ELIS |        AC |  0.00 |   2688 | C++ |
| 10362749 | 2013-10-27 20:21:00 |      BAT2 |        WA |  0.00 |   2688 | C++ |
| 10362737 | 2013-10-27 20:18:35 |      BAT2 |        WA |  0.01 |   2692 | C++ |
| 10362054 | 2013-10-27 18:33:56 |      BAT2 |        WA |  0.00 |   2692 | C++ |
| 10361997 | 2013-10-27 18:27:48 |      BAT2 |        WA |  0.01 |   2688 | C++ |
| 10359620 | 2013-10-27 13:08:12 |       ONP |        AC |  0.00 |   2828 | C++ |
| 10359130 | 2013-10-27 11:57:59 |       ONP |        WA |  0.19 |   2824 | C++ |
| 10359091 | 2013-10-27 11:52:55 |       ONP |        WA |  0.21 |   2824 | C++ |
| 10354139 | 2013-10-26 16:20:00 |  LEXISORT |        AC |  0.13 |   3640 | C++ |
| 10282263 | 2013-10-17 21:33:35 |      NDIV |       TLE | -1.00 |   2688 | C++ |
| 10281851 | 2013-10-17 20:37:01 |      NDIV |       TLE | -1.00 |   2688 | C++ |
| 10281551 | 2013-10-17 20:00:09 |   NFACTOR |        AC |  0.08 |  49560 | C++ |
| 10281509 | 2013-10-17 19:56:32 |   NFACTOR |        AC |  0.08 |  53472 | C++ |
| 10281490 | 2013-10-17 19:53:17 |   NFACTOR |        AC |  0.08 |  53472 | C++ |
| 10281470 | 2013-10-17 19:51:19 |   NFACTOR |        AC |  0.09 |  53472 | C++ |
| 10281443 | 2013-10-17 19:49:12 |   NFACTOR |        AC |  0.08 |  53472 | C++ |
| 10281430 | 2013-10-17 19:47:52 |   NFACTOR |        AC |  0.08 |  49560 | C++ |
| 10281312 | 2013-10-17 19:34:33 |   NFACTOR |       TLE | -1.00 |   7492 | C++ |
| 10281300 | 2013-10-17 19:33:18 |   NFACTOR |       TLE | -1.00 |  10504 | C++ |
| 10281189 | 2013-10-17 19:21:25 |   NFACTOR |       TLE | -1.00 |  10496 | C++ |
| 10280357 | 2013-10-17 17:58:22 |   NFACTOR |       TLE | -1.00 |  45648 | C++ |
| 10278469 | 2013-10-17 14:05:06 |   NFACTOR |       TLE | -1.00 |   9752 | C++ |
| 10277860 | 2013-10-17 12:28:10 |   NFACTOR |       TLE | -1.00 |   7240 | C++ |
| 10277829 | 2013-10-17 12:21:26 |   NFACTOR |       TLE | -1.00 |   3664 | C++ |
| 10277821 | 2013-10-17 12:20:19 |   NFACTOR |        RE |  0.03 |   2780 | C++ |
| 10277078 | 2013-10-17 10:34:21 |     PT07X |        AC |  0.03 |   5948 | C++ |
| 10275768 | 2013-10-17 06:32:25 |  HIGHWAYS |        AC |  0.05 |   6344 | C++ |
| 10275722 | 2013-10-17 06:23:16 |  HIGHWAYS |        WA |  0.54 |   6344 | C++ |
| 10275566 | 2013-10-17 05:48:09 |    MINNUM |        AC |  0.00 |   3212 | C++ |
| 10273307 | 2013-10-16 20:34:09 |    MINNUM |        WA |  0.00 |   3212 | C++ |
| 10273298 | 2013-10-16 20:33:05 |    MINNUM |        WA |  0.00 |   3212 | C++ |
| 10272814 | 2013-10-16 19:35:18 |    NITK06 |        AC |  0.00 |   3076 | C++ |
| 10269176 | 2013-10-16 13:38:25 |    ABCDEF |        AC |  0.94 |   2824 | C++ |
| 10269144 | 2013-10-16 13:33:12 |    ABCDEF |        WA |  1.31 |   2824 | C++ |
| 10269045 | 2013-10-16 13:11:24 |    ABCDEF |       TLE | -1.00 |  30640 | C++ |
| 10268703 | 2013-10-16 12:04:33 |    AMR11A |        AC |  0.68 |   4680 | C++ |
| 10268109 | 2013-10-16 10:21:46 |    AMR11A |        WA |  1.05 |   4648 | C++ |
| 10267815 | 2013-10-16 09:39:28 |    AMR11A |        WA |  1.04 |   4652 | C++ |
| 10267571 | 2013-10-16 09:07:25 |    AMR11A |        WA |  1.05 |   4648 | C++ |
| 10267511 | 2013-10-16 08:55:08 |    AMR11A |        WA |  1.05 |   5628 | C++ |
| 10265593 | 2013-10-15 23:43:45 |   ABCPATH |        AC |  0.00 |   2836 | C++ |
| 10265582 | 2013-10-15 23:41:59 |   ABCPATH |       TLE | -1.00 |   2824 | C++ |
| 10265469 | 2013-10-15 23:13:21 |    SHPATH |        AC |  0.44 |   6900 | C++ |
| 10265461 | 2013-10-15 23:11:00 |    SHPATH |       TLE | -1.00 |  11792 | C++ |
| 10265433 | 2013-10-15 23:02:31 |    SHPATH |       TLE | -1.00 |   7808 | C++ |
| 10265393 | 2013-10-15 22:53:21 |    SHPATH |        AC |  0.44 |   7288 | C++ |
| 10265248 | 2013-10-15 22:17:54 |    SHPATH |        AC |  0.41 |   7288 | C++ |
| 10265161 | 2013-10-15 22:02:28 |    SHPATH |       TLE | -1.00 |   7808 | C++ |
| 10265134 | 2013-10-15 21:58:36 |    SHPATH |       TLE | -1.00 |  11792 | C++ |
| 10265109 | 2013-10-15 21:53:42 |    SHPATH |       TLE | -1.00 |  11784 | C++ |
| 10265068 | 2013-10-15 21:47:40 |    SHPATH |        AC |  0.44 |   3304 | C++ |
| 10265063 | 2013-10-15 21:47:13 |    SHPATH |       TLE | -1.00 |  11784 | C++ |
| 10265048 | 2013-10-15 21:45:06 |    SHPATH |       TLE | -1.00 |  11784 | C++ |
| 10265004 | 2013-10-15 21:37:51 |    SHPATH |       TLE | -1.00 |   9936 | C++ |
| 10264980 | 2013-10-15 21:33:14 |    SHPATH |       TLE | -1.00 |  11792 | C++ |
| 10264819 | 2013-10-15 21:06:04 |    SHPATH |       TLE | -1.00 |  16240 | C++ |
| 10264663 | 2013-10-15 20:40:18 |    SHPATH |        WA |  4.11 |  11744 | C++ |
| 10260127 | 2013-10-15 09:10:42 |    SHPATH |        WA |  3.82 |   7292 | C++ |
| 10257615 | 2013-10-14 22:59:18 |    SHPATH |        WA |  4.52 |   7292 | C++ |
| 10257584 | 2013-10-14 22:52:49 |    SHPATH |        WA |  4.38 |   7292 | C++ |
| 10257527 | 2013-10-14 22:43:09 |    SHPATH |       TLE | -1.00 |   6760 | C++ |
| 10257400 | 2013-10-14 22:24:05 |    SHPATH |       TLE | -1.00 |   6760 | C++ |
| 10257367 | 2013-10-14 22:19:15 |    SHPATH |        CE |  0.00 |      0 | C++ |
| 10256784 | 2013-10-14 21:11:56 |      ANAG |        AC |  0.00 |   2820 | C++ |
| 10256755 | 2013-10-14 21:10:08 |      ANAG |        WA |  0.05 |   2820 | C++ |
| 10233499 | 2013-10-11 21:24:57 |    AMR11A |        WA |  1.13 |   6612 | C++ |
| 10192609 | 2013-10-06 19:57:53 |  GERGOVIA |        AC |  0.03 |   6592 | C++ |
| 10190402 | 2013-10-06 14:19:24 |  GERGOVIA |       TLE | -1.00 |   6592 | C++ |
| 10189636 | 2013-10-06 12:04:28 |   SOLDIER |        AC |  0.00 |   2824 | C++ |
| 10189598 | 2013-10-06 11:59:33 |   SOLDIER |        RE |  0.01 |   2820 | C++ |
| 10188995 | 2013-10-06 10:41:33 |   SOLDIER |        WA |  0.02 |   2824 | C++ |
| 10188974 | 2013-10-06 10:39:39 |   SOLDIER |        WA |  0.01 |   2824 | C++ |
| 10187157 | 2013-10-06 04:14:08 |   SOLDIER |        WA |  0.01 |   2824 | C++ |
| 10187153 | 2013-10-06 04:12:38 |   SOLDIER |        WA |  0.00 |   2824 | C++ |
| 10187122 | 2013-10-06 04:00:00 |   SOLDIER |        WA |  0.00 |   2824 | C++ |
| 10187108 | 2013-10-06 03:55:58 |   SOLDIER |        WA |  0.00 |   2824 | C++ |
| 10187074 | 2013-10-06 03:41:07 |   SOLDIER |        WA |  0.00 |   2824 | C++ |
| 10187062 | 2013-10-06 03:34:00 |   SOLDIER |        WA |  0.00 |   2824 | C++ |
| 10179630 | 2013-10-04 21:17:09 |     POUR1 |        WA |  0.00 |   2688 | C++ |
| 10179628 | 2013-10-04 21:16:13 |     POUR1 |        CE |  0.00 |      0 | ADA |
| 10179623 | 2013-10-04 21:14:46 |     POUR1 |        CE |  0.00 |      0 | ADA |
| 10177243 | 2013-10-04 15:24:43 |     COINS |        AC |  0.00 |   2824 | C++ |
| 10177075 | 2013-10-04 15:04:50 |     COINS |        WA |  0.02 |   2824 | C++ |
| 10174634 | 2013-10-04 10:16:59 |    HOTELS |        AC |  0.09 |  41752 | C++ |
| 10174084 | 2013-10-04 08:10:20 |     ACODE |        AC |  0.00 |   2940 | C++ |
| 10174014 | 2013-10-04 07:48:40 |     ACODE |        WA |  0.02 |   2900 | C++ |
| 10174009 | 2013-10-04 07:46:51 |     ACODE |        WA |  0.02 |   2896 | C++ |
| 10173691 | 2013-10-04 06:29:57 |   BLINNET |        AC |  0.20 |   3212 | C++ |
| 10172321 | 2013-10-03 22:32:20 |  ENIGMATH |        AC |  0.00 |   2688 | C++ |
| 10103086 | 2013-09-24 06:40:09 |  IOIPALIN |        AC |  0.24 |   2748 | C++ |
| 10103076 | 2013-09-24 06:32:42 |  IOIPALIN |       TLE | -1.00 | 100544 | C++ |
| 10103072 | 2013-09-24 06:29:54 |  IOIPALIN |       TLE | -1.00 | 100544 | C++ |
| 10099809 | 2013-09-23 16:17:38 |    BRIDGE |        AC |  0.06 |   2852 | C++ |
| 10099697 | 2013-09-23 15:58:20 |    BRIDGE |        AC |  0.06 |   2700 | C++ |
| 10099574 | 2013-09-23 15:33:39 |    BRIDGE |        WA |  0.33 |   2852 | C++ |
| 10011870 | 2013-09-10 04:21:24 |    BRIDGE |        WA |  0.32 |   2852 | C++ |
| 10011847 | 2013-09-10 04:08:39 |    BRIDGE |        WA |  0.18 |   2848 | C++ |
| 10011833 | 2013-09-10 04:04:00 |    BRIDGE |        WA |  0.18 |   2848 | C++ |
| 10011832 | 2013-09-10 04:04:00 |    BRIDGE |        WA |  0.19 |   2848 | C++ |
| 10011825 | 2013-09-10 04:00:30 |    BRIDGE |        WA |  0.20 |   2848 | C++ |
| 10011779 | 2013-09-10 03:43:13 |    BRIDGE |        WA |  0.21 |   2848 | C++ |
| 10009858 | 2013-09-09 19:23:24 |    BRIDGE |        WA |  0.00 |   2692 | C++ |
| 9907210 | 2013-08-25 03:54:07 |   CSTREET |        AC |  0.03 |   2836 | C++ |
| 9841446 | 2013-08-15 08:12:01 |   M00PAIR |       TLE | -1.00 |   2696 | C++ |
| 9841443 | 2013-08-15 08:10:45 |   M00PAIR |       TLE | -1.00 |   2696 | C++ |
| 9841399 | 2013-08-15 07:56:15 |   M00PAIR |        RE |  0.01 |   2716 | C++ |
| 9841393 | 2013-08-15 07:54:40 |   M00PAIR |        CE |  0.00 |      0 | C++ |
| 9841381 | 2013-08-15 07:48:42 |   M00PAIR |       TLE | -1.00 |   2696 | C++ |
| 9841379 | 2013-08-15 07:46:40 |   M00PAIR |       TLE | -1.00 |   2696 | C++ |
| 9840816 | 2013-08-15 04:44:01 |  ANARC08E |        AC |  0.00 |   2688 | C++ |
| 9840806 | 2013-08-15 04:42:15 |  ANARC08E |        WA |  0.04 |   2688 | C++ |
| 9840752 | 2013-08-15 04:23:20 |  ANARC08E |        WA |  0.03 |   2688 | C++ |
| 9840736 | 2013-08-15 04:19:35 |  ANARC08E |        AC |  0.00 |   2688 | C++ |
| 9840710 | 2013-08-15 04:13:39 |  ANARC08E |        WA |  0.02 |   2688 | C++ |
| 9840693 | 2013-08-15 04:08:56 |  ANARC08E |        WA |  0.04 |   2688 | C++ |
| 9840556 | 2013-08-15 03:13:52 |  ANARC08E |        WA |  0.03 |   2688 | C++ |
| 9840521 | 2013-08-15 02:48:08 |  ANARC08E |       TLE | -1.00 |   2688 | C++ |
| 9840462 | 2013-08-15 02:25:32 |  GIRLSNBS |        AC |  0.00 |   2688 | C++ |
| 9840449 | 2013-08-15 02:18:00 |  GIRLSNBS |        WA |  0.01 |   2688 | C++ |
| 9431084 | 2013-06-06 16:42:09 |    GNY07A |        AC |  0.00 |   2824 | C++ |
| 9431073 | 2013-06-06 16:40:32 |    GNY07A |        AC |  0.00 |   2820 | C++ |
| 9431066 | 2013-06-06 16:39:08 |    GNY07A |        WA |  0.00 |   2824 | C++ |
| 9431009 | 2013-06-06 16:30:33 |    DIVSUM |        AC |  0.12 |   2688 | C++ |
| 9430948 | 2013-06-06 16:20:48 |    DIVSUM |        AC |  0.46 |   4640 | C++ |
| 9430937 | 2013-06-06 16:18:56 |    DIVSUM |        AC |  0.47 |   4640 | C++ |
| 9430928 | 2013-06-06 16:17:58 |    DIVSUM |        WA |  0.43 |   6592 | C++ |
| 9430918 | 2013-06-06 16:16:34 |    DIVSUM |        WA |  0.43 |   6592 | C++ |
| 9430901 | 2013-06-06 16:13:45 |    DIVSUM |        WA |  0.46 |   6592 | C++ |
| 9363071 | 2013-05-28 07:19:57 |    DIVSUM |        WA |  0.43 |   6592 | C++ |
| 9363038 | 2013-05-28 07:11:50 |    DIVSUM |        AC |  0.49 |   6592 | C++ |
| 9363020 | 2013-05-28 07:07:48 |    DIVSUM |        WA |  0.46 |   6592 | C++ |
| 9354638 | 2013-05-27 07:27:13 |     DOTAA |        AC |  0.01 |   2688 | C++ |
| 9354599 | 2013-05-27 06:56:39 |       APS |        AC |  0.18 | 119872 | C++ |
| 9352620 | 2013-05-26 18:43:23 |       APS |        WA |  0.00 |   2688 | C++ |
| 9352261 | 2013-05-26 15:43:56 |       APS |        WA |  0.09 | 119872 | C++ |
| 9350357 | 2013-05-26 08:38:03 |    FARIDA |        AC |  0.08 |   2804 | C++ |
| 9350329 | 2013-05-26 08:34:07 |    FARIDA |       TLE | -1.00 |   2724 | C++ |
| 9350314 | 2013-05-26 08:31:24 |    FARIDA |       TLE | -1.00 |   2724 | C++ |
| 9343699 | 2013-05-25 13:53:36 |       APS |        RE |  0.15 | 128000 | C++ |
| 9343267 | 2013-05-25 12:50:37 |        BC |        WA |  0.25 |   2692 | C++ |
| 9343174 | 2013-05-25 12:34:35 |        BC |        WA |  0.24 |   2692 | C++ |
| 9343161 | 2013-05-25 12:32:30 |        BC |        WA |  0.23 |   2692 | C++ |
| 9342429 | 2013-05-25 10:29:27 |   HUBULLU |        AC |  0.00 |   2688 | C++ |
| 9342279 | 2013-05-25 09:57:18 |   BUGLIFE |        AC |  0.05 |   2852 | C++ |
| 9342270 | 2013-05-25 09:55:29 |   BUGLIFE |        CE |  0.00 |      0 | C++ |
| 9342264 | 2013-05-25 09:53:42 |   BUGLIFE |        CE |  0.00 |      0 | C++ |
| 9309431 | 2013-05-21 06:18:58 |   CFPARTY |        WA |  1.93 |   2688 | C++ |
| 9309203 | 2013-05-21 05:02:35 |     COINS |        AC |  0.00 |   2824 | C++ |
| 8393583 | 2013-01-02 07:01:48 |  KNAPSACK |        AC |  0.00 |  18472 | C++ |
| 8393571 | 2013-01-02 06:58:05 |  KNAPSACK |        WA |  0.04 |   6672 | C++ |
\------------------------------------------------------------------------------/

----- SIGNATURE -----
o5Ni2CRPiZTVhZrGBIJskWlXCH/lmqVtvPpLEqfBlnXinmSb8Ezwz84Oa64NkbCZUzNjB84c25ap
tPe8sGrEbMXbb350OnxEvu3aCPHu4DSvKeJDSZ9ZAQQArtDKLgWyFwWR5h3GzwBmvEhv3jQVcCS3
/Ip+JJ1J5c9f+DZv0bo=

----- END OF DATA -----

********************************************************************************
Disclaimer:       Document for internal use only. No liability shall be assumed.
********************************************************************************
